 ,Area,Mean,Min,Max,Angle,Length
59,13.156,108.280,14,173,162.536,24.814
60,4.456,136.968,85,186,-110.772,8.249
61,11.317,108.519,88,153,54.920,21.287
62,4.244,118.600,85,159,148.392,8.119
63,7.781,98.336,72,147,16.302,14.686
64,2.759,104.769,82,145,109.855,5.090
65,10.681,95.205,64,192,46.882,20.039
66,7.073,91.480,62,166,141.875,13.354
67,17.542,114.315,50,201,39.776,33.048
68,4.810,121.735,85,223,131.987,8.945
69,8.134,116.426,94,187,72.676,15.183
70,6.861,113.433,85,190,-14.893,12.935
71,17.825,85.869,0,245,-62.021,33.730
72,4.881,130.101,85,149,25.463,9.279
73,16.905,28.004,0,158,125.621,31.736
74,4.668,45.515,14,130,36.347,8.750
75,13.793,96.913,0,173,-11.482,26.053
76,4.173,114.983,85,136,79.077,7.720
77,11.530,18.865,0,166,-65.788,21.725
78,4.385,36.823,0,114,27.801,8.268
79,14.359,76.325,54,163,-38.792,26.957
80,3.537,77.160,56,130,48.180,6.781
81,13.086,99.903,78,149,-65.786,24.641
82,4.315,102.852,82,142,26.147,8.148
83,14.430,75.309,49,175,133.612,27.183
84,6.012,95.388,70,223,43.091,11.290
85,19.947,96.124,71,211,-51.626,37.486
86,3.820,99.685,81,136,35.166,7.157
87,13.510,61.136,37,188,-2.698,25.427
88,5.164,71.219,56,136,80.407,9.575
89,18.249,84.271,48,161,-57.358,34.269
90,4.810,65.529,48,119,32.989,9.037
91,15.986,70.035,1,219,120.964,31.791
92,4.385,71.435,31,134,27.801,8.268
93,15.349,40.415,20,95,130.143,28.877
94,4.456,48.127,14,157,42.455,8.471
95,15.632,110.330,86,209,-49.994,29.166
96,4.668,118.394,85,185,39.472,8.786
97,14.288,73.985,22,208,-43.798,26.899
98,3.112,73.409,52,109,45.000,8.275
99,6.366,94.044,62,139,44.549,11.942
100,6.649,94.745,79,160,138.468,12.435
101,19.027,85.963,63,216,134.095,35.736
102,5.376,97.382,82,164,43.939,10.157
103,14.147,88.130,35,200,131.562,26.659
104,5.659,111.562,85,182,37.304,10.532
105,13.793,81.103,34,129,37.104,26.011
106,5.305,105.507,85,155,131.760,9.983
107,15.561,88.473,72,142,22.720,29.266
108,4.244,97.933,73,170,117.848,7.971
109,16.552,66.376,0,94,37.164,31.038
110,4.385,69.903,44,161,-46.302,8.277
111,16.693,74.470,9,184,-56.243,31.349
112,4.527,84.562,58,136,32.949,8.557
113,16.835,83.143,0,127,-56.110,31.718
114,4.456,103.365,67,154,34.992,8.116
115,15.986,86.460,67,174,125.803,30.005
116,4.951,93.671,68,181,35.059,9.260
117,16.410,94.578,70,119,-62.000,30.875
118,4.668,105.621,85,151,24.228,8.749
119,9.832,92.525,74,133,56.993,18.553
120,4.315,102.426,85,143,152.592,8.089
121,21.008,65.226,0,182,-55.713,38.949
122,6.366,55.233,14,150,37.763,11.943
123,14.995,90.736,73,149,116.565,25.275
124,4.103,99.931,74,170,28.301,7.854
125,9.620,110.434,70,139,-57.265,17.706
126,3.254,118.739,85,163,37.117,6.170
127,13.015,97.484,65,147,43.678,24.454
128,4.244,88.050,69,130,-45.000,7.522
129,16.410,57.746,32,140,117.008,30.747
130,4.951,69.643,48,143,24.775,9.520
131,14.217,70.493,0,200,116.310,26.702
132,4.810,79.074,54,142,25.067,9.102
133,10.327,82.384,58,148,-75.018,19.547
134,7.639,74.926,59,108,16.750,14.304
135,14.076,72.075,22,159,4.044,26.396
136,4.598,80.385,63,107,90.895,8.512
137,19.381,49.661,0,216,-40.556,36.405
138,6.225,79.659,47,172,48.814,11.309
139,10.398,86.503,57,128,-99.398,19.544
140,4.244,94.250,79,146,-8.130,7.522
141,12.308,74.695,52,157,17.707,23.172
142,6.932,73.367,39,189,-69.717,13.043
143,19.947,67.248,31,177,-43.854,37.620
144,5.305,94.240,67,171,45.535,10.062
145,15.066,98.742,56,150,74.389,28.167
146,5.305,108.600,85,157,171.870,9.403
147,22.069,68.667,37,132,-40.064,41.527
148,6.083,91.012,69,156,53.924,11.517
149,14.005,104.763,54,142,-61.366,26.362
150,4.668,114.045,85,181,23.085,8.818
151,14.854,98.610,77,167,115.956,27.952
152,4.315,108.705,84,177,29.511,8.099
153,17.896,98.419,65,151,126.643,33.644
154,4.951,103.214,69,177,32.784,9.332
155,16.127,92.877,64,167,131.634,30.424
156,4.951,100.529,61,132,38.157,9.470
157,14.005,54.813,0,234,131.513,26.283
158,5.659,79.150,55,166,39.440,10.676
159,20.371,64.708,0,146,0.199,38.298
160,4.668,97.227,69,199,-90.868,8.778
161,17.542,79.444,60,153,-54.516,32.988
162,5.800,89.488,68,175,35.455,10.775
163,15.561,85.736,61,179,-49.794,29.252
164,5.376,105.658,69,162,36.416,10.080
165,17.825,89.984,0,171,-38.731,33.582
166,5.022,115.099,85,169,47.891,9.321
167,21.927,64.342,11,152,1.488,40.971
168,5.517,49.872,11,151,91.469,10.376
169,18.532,93.145,40,205,-64.612,34.738
170,4.881,124.435,85,211,24.717,9.223
171,15.208,89.814,15,180,-10.521,28.403
172,5.093,110.000,85,214,77.735,9.390
173,11.742,87.410,49,144,-89.655,22.075
174,4.456,81.381,39,252,0.924,8.246
175,17.330,96.486,72,174,-6.806,32.543
176,4.881,102.043,80,172,80.811,9.160
177,20.654,85.151,58,161,-7.880,38.797
178,6.649,104.723,75,225,68.875,12.545
179,14.854,77.005,0,187,-55.784,28.142
180,4.810,48.485,0,180,32.735,8.853
181,15.137,88.832,51,178,135.189,28.491
182,4.881,94.319,58,167,51.470,9.179
183,14.359,98.345,9,183,-44.002,26.991
184,4.951,139.800,85,183,45.579,9.309
185,14.217,59.234,26,205,-46.210,26.711
186,4.951,76.914,56,155,44.421,9.309
187,13.581,78.089,45,247,-70.017,24.904
188,3.961,80.286,51,140,22.932,7.508
189,14.783,112.196,85,199,-55.491,28.402
190,4.032,116.105,85,188,35.074,7.637
191,14.642,107.063,80,167,47.150,27.570
192,4.668,116.955,77,217,141.340,9.366
193,19.027,95.595,73,178,45.000,33.663
194,5.164,103.781,66,196,141.096,9.740
195,18.037,92.482,64,160,38.449,33.789
196,5.234,97.203,79,186,134.454,9.874
197,16.976,109.029,87,186,37.539,31.864
198,5.376,123.579,85,185,130.601,9.808
199,12.308,84.851,27,170,51.289,23.177
200,4.173,107.627,85,159,150.376,7.802
201,15.986,77.850,36,153,41.234,30.061
202,5.164,89.808,63,219,132.274,9.884
203,13.298,105.399,49,192,37.476,25.134
204,4.739,113.985,85,185,132.614,9.035
205,14.713,96.293,69,167,47.490,28.142
206,5.376,104.684,81,193,-42.325,10.072
207,8.488,127.167,100,177,38.585,15.991
208,3.112,131.136,85,182,-45.909,5.925
209,11.742,108.735,79,172,-77.135,22.097
210,3.042,129.302,85,201,15.018,5.645
211,11.883,45.667,16,127,107.027,22.252
212,3.466,67.796,35,155,16.260,6.649
213,11.388,84.031,19,186,-70.777,21.406
214,4.244,102.583,73,192,19.983,7.782
215,15.774,88.543,51,175,-42.463,29.743
216,4.951,95.171,67,184,47.891,9.321
217,16.410,83.034,1,232,70.862,30.826
218,5.093,105.097,85,179,170.407,9.575
219,12.449,53.750,4,175,23.929,23.277
220,4.527,69.031,27,158,-60.255,8.577
221,13.156,104.844,44,188,-9.162,25.054
222,4.668,123.530,85,198,77.845,8.842
223,22.705,78.801,42,143,67.668,42.697
224,6.790,86.333,46,197,-25.233,12.789
225,11.812,84.377,57,163,-6.189,22.204
226,5.093,90.639,57,166,-101.310,8.815
227,17.896,99.423,62,210,18.864,33.726
228,5.305,115.307,76,224,-66.801,10.127
229,15.774,101.466,61,179,15.840,29.719
230,3.890,119.036,85,207,-73.202,7.362
231,13.298,31.628,4,181,-57.575,25.049
232,4.032,41.105,9,106,30.619,7.572
233,10.044,99.951,81,122,-25.115,18.799
234,4.951,88.886,59,134,65.624,9.344
235,10.610,59.873,22,171,-34.114,19.917
236,9.195,64.054,14,188,56.553,17.371
237,10.893,91.045,67,192,-11.237,20.472
238,3.890,92.836,76,174,75.203,7.290
239,14.713,88.438,45,229,33.690,24.932
240,3.820,114.241,84,183,130.601,7.356
241,13.439,96.716,11,154,62.761,25.276
242,5.022,112.451,85,192,-21.209,9.557
243,14.076,84.035,50,204,-77.565,26.554
244,4.103,91.552,69,174,9.951,7.696
245,18.249,58.574,31,229,94.874,34.433
246,4.810,68.471,38,197,0.843,9.044
247,14.571,86.350,63,138,-24.950,27.427
248,5.164,101.685,83,194,61.327,9.700
249,12.732,89.828,69,168,-19.440,23.973
250,4.739,94.552,80,148,68.039,8.890
251,16.127,90.224,58,190,-41.091,30.348
252,3.607,82.216,61,158,45.807,6.677
253,19.027,98.468,64,148,-19.310,35.790
254,4.527,105.344,76,184,66.218,8.574
255,12.803,119.138,80,194,-25.572,24.029
256,4.244,127.767,85,188,60.945,8.215
257,18.391,80.858,56,146,3.741,34.648
258,4.032,89.930,70,184,95.013,7.609
259,12.095,89.713,37,228,-8.797,22.606
260,4.456,96.365,74,177,82.763,8.445
261,10.539,113.718,81,171,46.091,19.750
262,3.607,118.196,75,218,145.376,6.787
263,23.130,92.856,70,161,-16.598,43.293
264,7.498,96.274,74,177,71.737,14.003
265,11.954,96.982,76,199,3.746,22.388
266,4.385,99.661,75,175,96.442,8.297
267,18.037,67.067,28,218,5.377,34.059
268,4.881,64.536,22,189,95.793,9.223
269,12.520,45.650,0,204,23.666,23.521
270,12.237,29.578,0,214,117.451,23.077
271,13.439,101.984,76,153,10.840,25.454
272,4.598,99.785,79,163,103.392,8.612
273,9.903,58.336,21,169,-41.804,18.553
274,6.083,60.547,21,200,55.389,11.472
275,9.408,112.023,91,156,-60.362,17.748
276,3.607,110.392,85,140,29.745,6.433
277,15.208,67.112,34,170,-77.645,28.588
278,10.751,68.086,39,147,15.322,20.130
279,7.922,69.857,2,158,10.768,14.709
280,3.254,84.000,62,119,108.189,6.532
281,9.478,92.806,64,163,-42.008,18.016
282,4.456,100.333,69,191,45.830,8.652
283,13.652,67.430,14,177,67.319,25.750
284,11.388,59.075,35,151,-19.558,21.450
285,8.276,97.179,64,183,-6.483,15.703
286,7.922,100.214,51,208,80.762,14.910
287,11.247,102.931,75,191,-14.328,21.136
288,11.600,103.232,79,183,78.232,21.733
289,7.003,66.949,37,107,17.700,13.121
290,5.517,69.808,37,154,96.340,10.436
291,12.025,115.041,69,137,-0.448,22.696
292,4.385,115.048,76,215,87.510,8.164
293,11.247,99.799,64,202,-0.479,21.189
294,4.881,109.565,79,247,-91.112,9.133
295,7.427,128.171,106,195,45.000,13.164
296,7.639,125.870,85,189,134.736,13.603
297,14.005,76.263,0,189,12.155,26.526
298,4.244,103.733,85,165,104.036,8.224
299,16.976,64.404,7,85,15.945,30.979
300,5.729,49.667,0,241,101.449,10.719
301,13.793,97.887,61,164,2.936,25.965
302,13.722,95.180,61,215,93.834,25.856
303,16.693,125.699,66,218,47.070,31.238
304,5.517,111.244,83,221,-41.878,10.359
305,14.995,53.571,0,172,175.147,28.293
306,5.376,81.118,52,178,82.504,10.193
307,12.732,233.144,177,255,-12.529,24.520
308,4.951,167.743,85,255,75.174,9.354
309,16.339,126.935,89,252,27.229,30.807
310,5.164,145.986,85,244,121.504,9.670
311,13.298,132.830,31,219,-1.828,25.013
312,4.456,138.937,85,230,88.152,8.249
313,8.771,60.040,3,221,-90.000,16.489
314,8.205,70.690,8,188,0.000,15.426
315,10.186,64.604,15,214,-3.972,19.195
316,9.903,66.693,25,237,94.086,18.664
317,11.317,130.550,106,187,-5.001,21.358
318,11.034,130.256,85,166,93.668,20.787
319,7.356,112.279,78,179,-86.698,13.853
320,7.639,112.185,79,217,31.329,14.322
321,9.337,50.197,3,197,49.304,17.539
322,7.356,51.712,11,173,-33.690,12.466
323,12.944,96.596,0,166,-89.370,24.204
324,4.810,124.721,85,204,0.000,9.043
325,9.054,50.719,27,112,-24.567,17.058
326,6.790,60.469,35,174,62.021,12.849
327,7.144,112.297,91,168,-13.671,13.503
328,6.366,110.556,85,186,72.108,11.831
329,5.871,63.410,32,142,15.422,10.668
330,6.366,61.100,0,240,-71.166,12.083
331,7.003,89.626,57,248,-46.102,13.041
332,3.042,86.512,67,150,45.000,5.516
333,8.488,71.558,45,148,14.500,15.933
334,8.134,56.296,3,152,-73.686,15.149
335,12.025,71.882,39,175,-67.155,22.607
336,7.568,72.168,21,178,24.179,14.285
